Drug,Label,MolecularWeight,XLogP,HydrogenBondDonorCount,HydrogenBondAcceptorCount,PolarSurfaceArea,FormalCharge,NumRings,RotatableBondCount,Refractivity,LogpSolubility,Ro5,Ghose,Veber,ExAC_loss_frequency,target_betweenness,target_degree,number_targets,Blood,Skin,Brain,Testis,Adipose Tissue,Muscle,Nerve,Blood Vessel,Heart,Lung,Esophagus,Kidney,Thyroid,Pituitary,Uterus,Pancreas,VagiNaN,Stomach,AdreNaNl Gland,Colon,Prostate,Spleen,Liver,Fallopian Tube,Ovary,Breast,Bladder,Cervix Uteri,Small Intestine,Salivary Gland
Indomethacin,failed,357.0767857,3.52967438,1,4,68.53,0,3,4,94.8106,0.0024,1,1,0,0.55,75952.25624,146,6,8.444705963,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Ingenol Mebutate,passed,430.2355388,2.505605261,3,5,104.06,0,4,4,117.8567,0.279,1,1,0,0.378787879,877765.6571,436,2,10,10,10,10,10,2.165676832,10,10,5.001241684,10,10,10,10,5.390024662,7.725147486,8.511302948,10,10,10,10,10,10,2.665359259,10,7.509504318,10,10,10,10,10
Ipratropium Bromide,passed,411.1409065,-1.81771262,1,2,46.53,0,3,6,105.8974,0.000701,1,0,0,0.238410596,23664.94249,22,1,0.009068615,0.56154722,8.412851334,0.393198237,0.016020343,0,0.024624201,0.030865382,6.764817238,1.19683969,0.476170391,0.132184703,0.162137412,0.062270498,0.095536366,0.493829697,0.081816386,0.513489544,0.033154683,3.630660295,10,0.100604672,0.130754955,0.167142754,0.225144267,0.69010514,4.940295696,0.17120789,0.286769807,4.811089993
Isocarboxazid,passed,231.1007767,1.425516649,2,3,67.16,0,2,4,74.7803,0.224,1,1,0,0.404761905,0,66,2,0.562806606,10,10,5.512141943,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5.433167934,10,10,10,10,10,10,10,10
Isoetarine,passed,239.1521435,1.047480061,4,4,72.72,0,1,5,67.3405,3.18,1,1,0,0.457627119,7444.691403,28,0,0.061153572,0.048267597,2.66193819,0.497891709,1.27212739,0.050163522,0.086390488,0.048335738,9.283231735,7.986379623,0.743740559,0.365240887,0.402712882,0.079889987,0.054107428,0.38595745,0.091566753,0.385029972,0.066269875,0.861847639,2.3559618,0.924754381,0.086499315,0.075516263,0.042985387,0.614705503,0.578674674,0.044032782,1.357345104,0.15696682
Isoflurane,passed,183.9714334,2.835938004,0,1,9.23,0,0,3,23.039,3.56,1,0,1,0.52991453,1274114.411,614,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Isometheptene,passed,141.1517496,2.318172513,1,1,12.03,0,0,4,47.5864,3.06,1,0,1,0.495495495,1367.074192,20,1,1.305498481,3.052100062,3.157995462,1.757405221,3.386632442,1.550373554,3.515752673,2.809069872,1.551374435,5.412709236,3.591173649,2.293737411,1.921528518,2.256370544,3.461298704,3.911991835,10,5.469656944,2.005632758,3.836916924,4.738250971,1.425735116,7.432229042,3.265321732,6.351439953,2.6016711,3.878075361,6.274841785,4.971491814,2.866327763
IsopreNaNline,passed,211.1208434,0.240205682,4,4,72.72,0,1,4,58.3977,5.86,1,1,0,0.525252525,1095794.038,792,2,10,10,10,10,10,10,10,10,10,10,10,7.84310317,10,9.134785652,10,6.762123585,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Isopropamide,passed,353.2592887,0.13792197,1,1,43.09,1,2,8,120.7427,4.24E-05,1,1,0,0.271028037,23664.94249,14,1,0.061775491,0.126605831,1.330046654,5.980387688,0.093590349,0.018341901,0.07676506,0.081256516,0.02901954,0.088263579,0.34503448,0.132184703,0.162137412,1.146733701,0.109509081,0.493829697,0.039628787,0.513489544,0.064388951,0.438724637,0.109011892,4.869907141,0.014939238,0.130733307,0.225144267,0.111101754,0.615335464,0.075164102,2.165588617,0.45929876
Isosorbide Dinitrate,passed,236.0280652,0.443291406,0,8,128.56,0,2,4,44.7714,0.938,1,1,0,0.47755102,26461.44941,572,0,0.082208402,2.472255707,0.556722105,1.858026922,10,1.727251649,10,10,6.314087391,10,8.807852745,10,10,3.787679791,10,2.244259119,7.426726103,4.383623123,7.423678398,4.930985928,3.534813643,2.345329762,1.368141949,10,10,10,8.743242264,8.883307457,8.051523209,4.776728153
Isosorbide Mononitrate,passed,191.042987,-0.481660149,1,6,93.74,0,2,2,38.0774,57,1,0,0,0.30994152,1151.262568,16,1,0,0.340523213,0.924752176,0.674377114,1.368599296,0.420980185,0.654563487,0.288242519,0.585315108,1.7903862,0.191736847,0.35259369,0.660855502,0.216382213,4.034390092,0.657609165,1.055010915,0.112443373,0.700791508,0.093973573,0.680852771,0.823550493,0.143449433,2.982735574,0.312212944,0.783522606,0.301907986,3.338840485,0.142273575,0.265525192
Isothipendyl,passed,285.1299683,3.664355955,0,3,19.37,0,3,3,86.6615,0.14,1,1,1,0.392156863,0,0,3,0.015715607,3.65049243,0.821691573,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,1.168346405,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448143
Isotretinoin,passed,300.2089301,5.014367711,1,2,37.3,0,1,5,97.7908,0.00477,0,1,1,0.432098765,113800.6975,222,5,10,10,2.486164093,10,10,9.074433327,10,10,5.504063129,10,7.901204109,8.957158089,10,10,10,3.591094255,10,7.7035079,8.663175583,10,10,10,10,10,10,10,10,10,10,10
Isradipine,passed,371.1481208,1.998915759,1,5,103.55,0,3,6,100.0842,0.228,1,1,0,0.543539326,40315.9423,104,0,0.253944576,2.796133518,6.071656227,10,6.30563879,10,4.075451136,10,9.255744934,10,10,5.096974373,7.471107483,10,10,2.019290447,10,5.512207031,10,10,10,2.221275806,3.201783776,10,10,3.969726443,10,10,5.614217758,2.046931744
Ivacaftor,passed,392.2099928,5.758022158,3,4,78.43,0,3,4,118.683,0.002,0,0,0,0.477777778,95228.82224,72,0,0.003869094,0.253036067,0.148299173,0.829434842,0.021765696,0.003680295,0.025829686,0.018253412,0.038582537,1.6758641,0.044175237,0.469354391,0.028213912,0.080104712,0.06399041,10,0.039694885,0.115252517,0.009400904,10,0.953999728,0.014988814,0.320886716,0.3048421,0.018669378,0.04464611,0.038016737,0.034180142,3.020406723,9.829745293
Ivermectin,passed,1735.000064,5.825745656,3,13,170.06,0,14,15,230.3276,NaN,0,0,0,0.333333333,577.937674,12,2,0.005971289,0.188668944,10,1.450519264,0.101748757,0.033010438,0.38183555,0.136492714,0.338410676,0.273372769,0.376547217,1.024091125,1.71238023,10,0.483719796,0.635588765,0.285346791,1.074056029,0.36638771,0.237318389,0.481088549,0.191153616,0.113990936,0.432563707,0.43885693,0.167617947,0.612271845,0.348953694,0.135040238,0.180381015
Ixabepilone,failed,506.2814432,3.393573154,3,6,112.05,0,3,2,136.7098,0.00352,0,0,0,0.358974359,261851.8872,1564,1,0.010967674,0.454929262,1.591126442,2.74003458,0.063306563,0.008359672,0.115973439,0.047193903,0.064680077,0.103264235,0.091777921,0.164653152,0.086554851,2.773865461,0.06998314,0.036700986,0.065272883,0.091116421,0.487491027,0.135855146,0.0637847,0.049949042,0,0.053233054,0.070917256,0.043334395,0.041844618,0.043910012,0.150069699,0.32360515
Ketamine,passed,237.0920418,3.347302666,1,2,29.1,0,2,2,65.5538,0.0464,1,1,1,0.425925926,39011.46581,40,1,0.079962492,0.204288326,0.828758955,0.774569303,2.077748775,0.120648146,1.30341965,0.496823788,0.11508254,0.220724434,0.453543097,0.116937459,0.204592556,10,1.571460485,0.056413408,1.325667977,0.102487244,0.093380578,0.193283975,0.535030544,0.294659451,0.097741999,1.597895086,0.177345574,1.937250137,1.079408169,2.67269659,0.253978938,6.041281223
Ketazolam,passed,368.0927701,3.012867572,0,3,49.85,0,4,1,99.781,0.0839,1,1,0,0.455223881,22304,28,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Ketobemidone,passed,247.1572289,2.489044439,1,3,40.54,0,2,3,73.1249,3.01,1,1,0,0.671052632,11098.77277,40,3,0,0,0.877372146,1.151926756,0.056483328,0.004911471,0,0.014569706,0.020022709,0.008182709,0,0,0.021385686,0.058915323,0,0,0,0.00690076,0,0.012455107,0.144849747,0.007657937,0,0.00252236,0.007879369,0.009061456,0.007494734,0,0.005416076,0.01454381
Ketoprofen,passed,254.0942943,3.613333421,1,3,54.37,0,2,4,72.5156,0.0213,1,1,0,0.536912752,13232.74494,32,1,10,10,0.820853233,0.489034012,2.722895622,0.307841688,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826741,6.834624767,10,1.078719854,10,6.805960655,10,0.648787886,7.065508842,0.782274485,2.162109017,10,3.340286016,10,1.79864502
Ketorolac,passed,255.0895433,2.283362964,1,3,59.3,0,3,3,70.1945,0.513,1,1,0,0.470588235,8170.888632,30,26,6.102405071,10,0.820853233,0.489034012,2.722895622,0.307841688,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826741,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.648787886,7.065508842,0.782274485,2.162109017,10,3.340286016,10,1.79864502
Ketotifen,passed,309.1187349,3.347869323,0,2,20.31,0,4,0,101.734,0.00787,1,1,1,0.625,40991.8516,570,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
L-Carnitine,passed,161.1051934,-4.887506048,1,3,60.36,0,0,4,63.4853,5.33,1,0,0,0.581081081,8342.969537,410,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
L-DOPA,passed,197.0688078,-1.792181451,4,5,103.78,0,1,3,49.0781,3.3,1,0,0,0.492307692,47272.59785,40,2,0.123829909,0.408100531,1.911266565,2.477720618,0.534970939,0.260586411,1.278688908,0.647997558,0.165632427,0.403981656,0.822840869,0.615490198,1.003611445,10,1.323092401,0.574260592,1.216204584,0.498604923,0.399957374,0.623452663,1.434202433,0.528339177,0.290748745,1.088503718,2.308261633,0.764767498,1.02142036,1.179019928,0.741835296,6.041281223
Labetalol,passed,328.1786926,1.886505184,4,4,95.58,0,2,8,94.7152,0.00578,1,1,0,0.495495495,89139.86205,74,6,2.362123251,5.376092196,2.66193819,0.497891709,10,2.873353481,3.394628048,7.03880024,9.283231735,10,4.539180279,1.026302427,1.499414742,0.312252998,1.989638507,0.38595745,8.287089109,2.476612806,1.186374843,1.402355075,4.420117378,7.962255955,7.432229042,3.192496419,1.602347612,10,2.251211882,3.500741482,2.735410929,5.831739426
Lacosamide,passed,250.1317425,-0.022441605,2,3,67.43,0,1,6,67.5675,0.465,1,1,0,0.544354839,311.9238613,6,1,0.079700291,0.333490565,3.832389832,4.109348297,0.673519909,0.153107956,3.007522464,0.588291645,0.418283015,0.872975588,0.372923553,0.483651474,0.87084046,3.525616288,0.382168204,0.886416316,0.276389837,0.242323518,0.121632408,2.121888757,0.236005478,2.55947268,1.15797776,0.40910399,0.225354955,0.565998614,0.295707464,0.296512634,0.715037704,0.211070165
Lapatinib,failed,580.1347319,4.638508798,2,7,106.35,0,5,11,152.4172,0.0223,0,0,0,0.492537313,1872057.686,756,2,0.984902084,10,3.127397776,10,10,5.51056385,10,10,10,10,10,10,10,7.817435503,10,10,10,10,8.129958153,10,10,4.876849413,10,10,10,10,10,10,10,10
LeNaNlidomide,failed,259.0956913,-0.707852159,2,4,92.5,0,3,1,68.2981,2.33,1,0,0,0.470588235,51384.35476,48,3,1.025086284,3.119722009,3.701131105,6.344938755,10,6.338674545,10,5.995434761,10,10,8.043983459,6.523864031,10,3.730526328,10,2.426759005,7.769799709,5.509750366,7.047891617,5.064837933,6.805960655,9.955050945,2.707627892,10,3.104855776,10,7.278105736,10,8.767349243,5.800363541
Leucovorin,passed,473.1658961,-2.84629402,7,12,215.55,0,3,9,126.462,0.3,0,0,0,0.536585366,0,2,1,4.467746258,10,3.355834007,10,2.423253298,0.495607257,2.554561973,2.701006889,1.443772435,4.940268517,4.988646984,6.843852758,4.103782654,3.765854359,2.751442552,3.056950331,6.516115427,3.616623163,4.0807724,10,5.004799843,10,2.107688427,2.244574368,3.067645073,4.033158541,3.341159821,3.672201633,9.63755703,7.718729019
Levallorphan,passed,283.1936144,3.755367302,1,2,23.47,0,4,2,87.2436,0.0252,1,1,1,0.671052632,7996.636885,32,4,0,0,0.040049817,1.151926756,0,0,0,0,0,0,0,0,0,0.009491784,0,0,0,0,0,0,0,0,0,0.00252236,0,0,0,0,0,0
Levobunolol,passed,291.1834437,2.182674693,2,4,58.56,0,2,6,83.2824,0.251,1,1,0,0.457627119,89139.86205,74,2,2.362123251,5.376092196,2.66193819,0.497891709,10,2.873353481,3.394628048,1.309535742,9.283231735,10,4.539180279,0.481972918,1.276782393,0.25021486,1.989638507,0.38595745,8.287089109,2.476612806,0.441770941,1.402355075,4.420117378,6.518067122,2.618736982,2.319842935,0.295605153,10,2.251211882,3.500741482,2.735410929,5.831739426
Levobupivacaine,passed,288.2201635,4.515518884,1,2,32.34,0,2,5,90.1933,0.0977,1,1,1,0.544354839,311.9238613,4,2,0,0,0,0.190577067,0,0,0,0.007819257,0.046489272,0,0,0,0,0,0,0,0,0,0,0,0,0.007205453,0,0,0,0,0,0.009817842,0,0
Levocabastine,passed,420.2213064,2.499403491,1,4,64.33,0,4,4,118.4834,0.00347,1,1,0,0.392156863,0,0,4,0.015715607,3.65049243,10,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.710207641,2.138170123,1.168346405,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448143
Levomethadyl Acetate,passed,353.2354792,4.88476934,0,2,29.54,0,2,9,117.8576,0.00179,1,1,1,0.671052632,26475.9794,32,2,0.005313674,0.064430647,0.283883661,4.331326008,0.017791316,0.049998142,0.019363603,0.010165344,0.049352597,0.026162786,0.147821084,0.11418201,0.108392235,0.64586693,0.121978622,0.07419987,0.063913967,0.14321892,0.144046344,1.778811634,0.112794772,0.087727804,0,0.025515869,0.026567295,0.037509179,0.162644535,0.18154785,1.26131618,0.043877322
LevomilNaNcipran,passed,246.1732133,1.421706623,1,2,46.33,0,2,5,73.8095,NaN,1,1,0,0.431952663,777.3190049,8,0,0.084211901,0.103767857,0.067612879,2.973424554,0.26832509,0.033454031,0.286698222,0.062439412,0.042957168,10,0.184468821,0.110948335,0.129352517,0.056317365,0.189510755,0.118998997,0.151783697,0.037012603,0.119057722,0.116031751,0.079251256,0.107961647,0.022387558,0.149731591,0.037824892,0.355366111,0.108225472,0.103928745,1.802167773,0.104218438
Levonordefrin,passed,183.0895433,-0.392674043,4,4,86.71,0,1,2,48.8745,14.6,1,1,0,0.495495495,1367.074192,20,1,0,0.103333596,0.417348146,2.973424554,1.03386116,0.031021876,0.080206931,0.209701538,1.22844255,1.57038784,0.10889066,0.075067379,0.059399407,0.018345008,0.189510755,0.018889576,0.077536326,0.190850824,0.119057722,0.168666951,1.126801431,1.39191705,7.432229042,0.078769002,0.119209476,0.579941928,0.108225472,0.184150502,0.4134444,0.195942268
Levorphanol,passed,257.1779644,2.903043791,1,2,23.47,0,4,0,78.0809,0.173,1,1,1,0.671052632,11098.77277,40,15,0,0,0.877372146,1.151926756,0.056483328,0.004911471,0,0.014569706,0.020022709,0.008182709,0,0,0.021385686,0.058915323,0,0,0,0.00690076,0,0.012455107,0.144849747,0.007657937,0,0.00252236,0.007879369,0.009061456,0.007494734,0,0.005416076,0.01454381
Levosimendan,failed,280.107259,2.161618159,2,6,113.43,0,2,3,77.6308,0.0881,1,1,0,0.6,460.9568429,12,4,1.651558399,5.197636843,4.107779026,6.495002508,10,10,10,10,10,10,9.689683914,5.455568314,10,6.304924965,10,10,9.759487152,7.153232574,10,10,10,5.843280554,10,10,10,10,10,10,5.373156071,10
Levothyroxine,passed,776.6866815,3.727307065,3,4,92.78,0,2,5,126.788,0.00898,0,0,0,0.482758621,94034.3039,124,2,1.813616753,10,10,6.37204957,10,10,10,10,10,10,10,9.455118656,9.717057228,10,10,6.381330013,10,10,10,10,10,6.393095016,3.168023467,10,10,10,10,10,10,9.212757111
Lidocaine,failed,234.1732133,2.84291336,1,2,32.34,0,1,5,73.9296,0.593,1,1,1,0.544354839,1872057.686,756,4,0.079700291,10,2.716496706,4.109348297,10,3.47633481,10,9.379024506,10,9.388906479,10,4.155248642,9.566462517,1.588385522,6.622584581,4.713113308,10,5.877127171,8.129958153,7.030360699,10,2.629983068,10,9.824875832,6.700280666,10,9.439036369,10,5.461579323,10
LiNaNclotide,passed,1525.389919,-10.77539908,19,22,573.91,0,6,13,368.0006,0.701,0,0,0,0.429411765,25467.37091,8,0,0.087168641,0.073047325,0.045453038,0.173260346,0.112985298,0.046374291,0.073891308,0.045527391,0.141249999,0.061028756,0.089803033,0.096269794,0.105668306,0.057139391,0.12510711,0.146501154,0.295497417,0.069348246,0.026632662,10,0.087247673,0.084351629,0.052283503,0.098355494,0.030663056,0.115475632,0.279866874,0.069653645,10,0.16404137
LiNaNgliptin,passed,472.2335222,2.802632814,1,7,113.48,0,5,5,133.4324,0.0502,1,0,0,NaN,11668.31237,32,0,1.253376961,6.949012756,0.075143896,0.647781372,5.808351517,0.353051901,3.302512765,0.214750335,1.181527734,5.317162514,0.53790915,10,0.68171832,0.086823549,0.961601138,0.754391193,1.033184141,0.664976537,1.94280839,3.003344297,10,4.385354996,3.580456018,0.79557851,1.510428429,4.643785715,0.41001752,2.670410633,10,1.43121016
Liothyronine,passed,650.7900381,2.798504975,3,4,92.78,0,2,5,113.4255,0.0195,0,0,0,0.482758621,94034.3039,124,20,1.813616753,10,10,6.37204957,10,10,10,10,10,10,10,9.455118656,9.717057228,10,10,6.381330013,10,10,10,10,10,6.393095016,3.168023467,10,10,10,10,10,10,9.212757111
Liotrix,passed,1471.440609,3.727307065,2,4,95.61,0,4,10,137.6251,NaN,0,0,0,0.482758621,94034.3039,124,0,1.813616753,10,10,6.37204957,10,10,10,10,10,10,10,9.455118656,9.717057228,10,10,6.381330013,10,10,10,10,10,6.393095016,3.168023467,10,10,10,10,10,10,9.212757111
Lisuride,passed,338.2106615,2.169228714,2,2,51.37,0,4,3,101.8121,0.14,1,1,0,0.557692308,47272.59785,40,2,0.123829909,2.741013765,2.53534317,5.416719437,10,2.284672499,8.159985542,10,2.891987085,2.635305882,1.746618748,10,6.017980099,10,10,10,10,1.237327576,6.352208376,5.044525862,10,10,2.873073339,10,10,10,5.551623821,10,4.168484211,6.041281223
Lomefloxacin,passed,351.1394479,-0.389775894,2,6,72.88,0,3,3,90.112,0.106,1,1,0,0.386986301,13574.60916,80,1,0.832667291,2.898108959,0.051945452,10,0.338461637,0.045268595,0.23290243,0.205790728,0.157298818,1.15861547,0.825459182,0.281202555,0.299000293,0.067619529,0.170647189,0.104524188,3.186079144,0.887116849,0.894613415,4.512827396,0.341136977,2.296064854,0.154950224,0.169803806,0.122039489,0.389409646,0.346370906,0.123274766,4.323980331,1.425280571
Lomitapide,passed,693.2789967,7.704397379,2,3,61.44,0,6,12,181.7273,NaN,0,0,0,0.384615385,921.6411011,14,1,0,0.025349315,0.14089638,3.188871861,0.038923658,0.04770302,0.049066607,0.100291446,0.293765604,0.039806671,0.043825407,0.930559456,0.020052303,0.060522866,0.009170631,0.009447978,0.0087517,0.038153019,0.107059907,0.063952651,0.04271733,0.024241562,10,0.046451803,0.658551395,0.017195524,0.151253477,0.015732022,10,0.007971688
Lomustine,passed,233.0931045,2.15743697,1,2,61.77,0,1,4,58.6506,0.755,1,1,0,0.553191489,188.4897615,6,2,0.025065934,0.036372082,10,0.314133197,0.078532502,0.034076236,0.055720821,0.219294488,0.013171939,0.038159855,0.137406826,0.016733343,0.026617327,0.157225028,0.175977096,0.013120313,0.106102239,0.056734614,0.0714464,0.516569018,0.158407792,0.013656259,0.011673152,0.115793161,0.052431069,0.088849302,0.148998275,0.158589527,0.412824899,0.022341058
Loperamide,passed,476.223056,4.771190859,1,3,43.78,0,4,7,139.319,0.00086,1,0,0,0.671052632,1274114.411,614,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Loratadine,passed,382.1448057,4.554579307,0,2,42.43,0,4,2,116.9769,0.0134,1,1,0,0.392156863,0,0,1,0.015715607,3.65049243,0.821691573,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,1.168346405,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448143
Lorazepam,failed,320.011933,3.527325488,2,3,61.69,0,3,1,82.6992,0.0176,1,1,0,0.52991453,22304,28,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Lornoxicam,passed,370.9801249,1.991867634,2,6,99.6,0,3,2,97.0238,0.0461,1,1,0,0.470588235,8170.888632,30,2,6.102405071,10,0.820853233,0.489034012,2.722895622,0.307841688,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826741,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.648787886,7.065508842,0.782274485,2.162109017,10,3.340286016,10,1.79864502
Losartan,passed,422.1621871,5.084907282,2,5,92.51,0,4,8,131.8496,0.0047,0,0,0,0.417391304,57113.42547,48,0,0.019680383,4.10831809,0.104426496,1.279245079,10,2.542785645,5.303859472,3.417170525,1.319192886,5.280982018,2.20072794,2.33992672,8.311505318,0.534499943,1.601406753,1.0542382,2.139179051,0.904568195,10,2.981262326,2.305687547,2.287080646,10,4.9211514,0.928454578,10,7.664821625,1.565535426,1.411323667,2.821396589
Loteprednol,passed,394.1547017,2.520263464,2,4,83.83,0,4,3,102.6485,0.0336,1,1,0,0.350282486,256392.7478,268,2,6.519165516,9.529127598,5.496713638,4.095000267,10,10,10,9.420459747,4.368388176,9.541958809,6.618411541,2.70279932,8.644962311,8.877725124,6.923449516,2.976455688,7.945681095,4.709535599,3.025994658,3.700628638,6.544697762,5.595084667,4.75985527,6.586448193,5.095907211,10,6.734411716,7.282115936,5.538618088,5.745376587
Lovastatin,failed,404.2562743,3.902186914,1,3,72.83,0,3,7,113.1824,0.0243,1,1,0,0.367346939,814810.1666,1730,3,10,10,10,10,5.346451759,3.55578804,7.328582525,5.659500599,3.431638718,10,5.392035007,6.53853631,8.961287975,7.084649563,7.494526148,4.215137959,10,8.793976784,10,10,5.531991482,10,8.529820442,7.04835248,7.204548836,6.223424911,6.575455189,7.249992847,10,8.635258675
Loxapine,passed,327.1138399,3.460602432,0,3,28.07,0,4,0,95.1111,0.103,1,1,1,0.557692308,47272.59785,40,1,0.007850518,0.078439418,1.911266565,0.774569303,0.164166629,0.120648146,1.243043959,1.698105931,0.017448997,0.293754935,0.107775331,0.050590325,0.115311384,10,0.304680526,0.043005444,0.477318853,0.078410164,0.166386597,0.101115141,0.539827049,0.060554918,0.101497263,0.394031301,0.076274909,0.688240379,0.529358447,0.280257523,0.178321391,6.041281223
Lumiracoxib,failed,293.0618846,4.311087883,2,3,49.33,0,2,4,75.9142,0.00549,1,1,0,0.470588235,8170.888632,30,2,6.102405071,10,0.820853233,0.489034012,2.722895622,0.307841688,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826741,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.648787886,7.065508842,0.782274485,2.162109017,10,3.340286016,10,1.79864502
Lurasidone,passed,492.2558971,4.556549749,0,5,56.75,0,7,5,139.3304,0.00789,1,0,0,0.516666667,39011.46581,40,2,0.062373392,2.741013765,2.53534317,5.818140268,10,1.125585079,8.159985542,10,1.684524894,2.635305882,1.4607867,10,6.017980099,10,10,10,10,0.985235035,1.4302212,5.044525862,10,10,0.326055408,10,10,10,5.551623821,10,4.168484211,6.041281223
MACITENTAN,passed,585.9633491,3.685126328,2,9,128.22,0,3,9,126.984,0.00668,0,0,0,0.451612903,35386.69776,44,0,0.267313629,3.871869445,10,2.673476696,10,2.645693541,8.079380035,10,8.219938278,10,3.077477694,8.202320576,10,2.01355958,10,2.656100035,10,3.248455048,10,3.712582231,10,5.5992136,5.010503531,10,10,10,9.794879913,10,7.174242973,4.650928497
Mafenide,passed,186.0462983,-0.543209137,2,3,86.18,0,1,2,46.6893,5.18,1,0,0,0.469026549,0,2,4,0.02393158,1.018390983,0,0.035005724,0,0,0,0,0,0,0,0,0,0.047554502,0,0,0,0,0,0,0,0.073945612,0,0,0,0.034575036,0,0,0,0.017738618
Magnesium Salicylate,passed,298.03278,1.977263402,1,3,60.36,0,2,2,46.1322,0.0686,1,1,0,0.470588235,8170.888632,30,8,6.102405071,10,0.820853233,0.489034012,2.722895622,0.307841688,1.505134642,2.685022354,1.625647783,7.62326622,10,0.89997071,1.945427537,3.136099219,1.958506286,0.637826741,6.834624767,10,1.078719854,10,6.805960655,5.680968046,0.648787886,7.065508842,0.782274485,2.162109017,10,3.340286016,10,1.79864502
Magnesium Sulfate,passed,119.9367711,-0.841552023,0,4,80.26,0,0,0,11.5274,NaN,1,0,0,0.543539326,40315.9423,104,1,1.579659462,3.787968755,10,7.317743301,5.077531815,10,4.748858213,9.151669502,9.255744934,7.151607037,8.714754105,1.340606868,5.968213558,10,10,2.019290447,3.899184585,1.90829587,5.419082642,4.719324827,5.331341743,3.219331026,1.162402272,6.591258764,6.826233387,3.704107046,7.404961586,4.474459171,3.772177458,5.810112476
Maprotiline,passed,277.1830497,4.372104774,1,1,12.03,0,4,4,99.3017,0.00015,1,1,1,0.495495495,23664.94249,22,18,0.061775491,3.65049243,8.412851334,5.980387688,2.634119272,0.206760287,4.439896584,3.860967875,6.764817238,1.866600156,1.18233645,0.496618852,0.802930653,1.146733701,1.706133068,0.493829697,2.750898838,0.513489544,0.26927653,3.630660295,10,4.869907141,7.432229042,2.241176188,1.707205772,2.094831586,4.940295696,2.547428608,2.165588617,4.811089993
Masoprocol,passed,302.1518092,4.758522744,4,4,80.92,0,2,5,86.619,0.0136,1,1,0,0.458937198,23283.50323,10,0,10,1.404422641,2.373003244,2.166725278,7.726097584,0.620309532,7.756225109,3.616984844,2.016113043,10,5.409160137,3.61831975,2.605581999,1.255225897,3.46431756,7.973678112,4.123130202,4.810925007,4.294697523,6.330526352,8.391875267,10,1.987955868,6.584887266,1.39918673,8.607328892,10,4.356744289,10,8.457582474
Mazindol,passed,284.0716408,3.435279001,1,3,35.83,0,4,1,79.4221,0.139,1,1,1,0.438271605,899.3097247,16,3,0.084211901,0.103767857,0.067612879,2.973424554,0.26832509,0.033454031,0.286698222,0.062439412,0.042957168,10,0.184468821,0.1258187,0.60743323,0.070946597,0.273122445,0.118998997,0.17983193,0.052482955,0.119057722,0.116031751,0.165628925,0.107961647,0.022387558,0.182832681,0.520193994,0.355366111,0.108225472,0.293606579,1.802167773,0.104218438
